record_type,population,emotion,trajectory,statistic,value,quintile,target_class,development_q20,development_q40,development_q60,development_q80
summary,assessment,arousal,,reverses_before_decision_frequency,0.4346187765573639,,,,,,
summary,assessment,arousal,,at_local_peak_at_decision_frequency,0.3255030866672012,,,,,,
correlation,assessment,arousal,change,correlation_with_current_level,0.1597316573941006,,,,,,
correlation,assessment,arousal,change,correlation_with_change,1.0,,,,,,
correlation,assessment,arousal,change,correlation_with_acceleration,-0.40109061630093884,,,,,,
correlation,assessment,arousal,change,correlation_with_reversal,0.07303985681486062,,,,,,
correlation,assessment,arousal,change,correlation_with_recent_change,0.6453629290881978,,,,,,
correlation,assessment,arousal,change,correlation_with_monotonic_persistence,0.7729632682090883,,,,,,
correlation,assessment,arousal,change,correlation_with_peak_displacement,0.7705783009327242,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_current_level,-0.11542501573722772,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_change,-0.40109061630093895,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_acceleration,1.0,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_reversal,-0.0327365274907612,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_recent_change,0.4408908079847212,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_monotonic_persistence,-0.19173171047894932,,,,,,
correlation,assessment,arousal,acceleration,correlation_with_peak_displacement,-0.1545091985292978,,,,,,
correlation,assessment,arousal,reversal,correlation_with_current_level,-0.007328464819227088,,,,,,
correlation,assessment,arousal,reversal,correlation_with_change,0.07303985681486062,,,,,,
correlation,assessment,arousal,reversal,correlation_with_acceleration,-0.0327365274907612,,,,,,
correlation,assessment,arousal,reversal,correlation_with_reversal,1.0,,,,,,
correlation,assessment,arousal,reversal,correlation_with_recent_change,0.044267858706187754,,,,,,
correlation,assessment,arousal,reversal,correlation_with_monotonic_persistence,0.10928171533574854,,,,,,
correlation,assessment,arousal,reversal,correlation_with_peak_displacement,0.2613304810837941,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_current_level,0.06025779760442791,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_change,0.6453629290881978,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_acceleration,0.44089080798472113,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_reversal,0.044267858706187775,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_recent_change,1.0,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_monotonic_persistence,0.5974883029301779,,,,,,
correlation,assessment,arousal,recent_change,correlation_with_peak_displacement,0.6261909584154423,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_current_level,0.08771391800812912,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_change,0.7729632682090886,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_acceleration,-0.19173171047894932,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_reversal,0.10928171533574854,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_recent_change,0.5974883029301779,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_monotonic_persistence,1.0,,,,,,
correlation,assessment,arousal,monotonic_persistence,correlation_with_peak_displacement,0.7231729394110599,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_current_level,0.04515270226709313,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_change,0.7705783009327242,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_acceleration,-0.1545091985292978,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_reversal,0.26133048108379403,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_recent_change,0.6261909584154423,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_monotonic_persistence,0.7231729394110599,,,,,,
correlation,assessment,arousal,peak_displacement,correlation_with_peak_displacement,1.0,,,,,,
summary,assessment,conviction,,level_mean,0.06344442549994565,,,,,,
summary,assessment,conviction,,level_standard_deviation,0.6375184264825924,,,,,,
summary,assessment,conviction,,change_mean,0.04194706579884062,,,,,,
summary,assessment,conviction,,change_standard_deviation,0.6898819043215385,,,,,,
summary,assessment,conviction,,acceleration_mean,0.012391125261827013,,,,,,
summary,assessment,conviction,,acceleration_standard_deviation,0.9048519131961053,,,,,,
summary,assessment,conviction,,reversal_frequency,0.5858253828269061,,,,,,
summary,assessment,conviction,,persistence_frequency,0.4141746171730939,,,,,,
summary,assessment,conviction,,peak_displacement_mean,-0.3432631989120154,,,,,,
summary,assessment,conviction,,peak_displacement_standard_deviation,0.4091139221173695,,,,,,
summary,assessment,conviction,,level_change_opposite_sign_frequency,0.3112322616852401,,,,,,
summary,assessment,conviction,,reverses_before_decision_frequency,0.5858253828269061,,,,,,
summary,assessment,conviction,,at_local_peak_at_decision_frequency,0.356530105026858,,,,,,
correlation,assessment,conviction,change,correlation_with_current_level,0.5839810580037831,,,,,,
correlation,assessment,conviction,change,correlation_with_change,1.0,,,,,,
correlation,assessment,conviction,change,correlation_with_acceleration,-0.19168819089334957,,,,,,
correlation,assessment,conviction,change,correlation_with_reversal,-0.06499549316931987,,,,,,
correlation,assessment,conviction,change,correlation_with_recent_change,0.5027015101216645,,,,,,
correlation,assessment,conviction,change,correlation_with_monotonic_persistence,0.7467596935198494,,,,,,
correlation,assessment,conviction,change,correlation_with_peak_displacement,0.7942212221434943,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_current_level,-0.0462019671428434,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_change,-0.19168819089334957,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_acceleration,1.0,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_reversal,0.00821656231984648,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_recent_change,0.7520674607809857,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_monotonic_persistence,-0.05575225979842304,,,,,,
correlation,assessment,conviction,acceleration,correlation_with_peak_displacement,0.16637218840065204,,,,,,
correlation,assessment,conviction,reversal,correlation_with_current_level,-0.07872409662852298,,,,,,
correlation,assessment,conviction,reversal,correlation_with_change,-0.06499549316931988,,,,,,
correlation,assessment,conviction,reversal,correlation_with_acceleration,0.00821656231984648,,,,,,
correlation,assessment,conviction,reversal,correlation_with_reversal,1.0,,,,,,
correlation,assessment,conviction,reversal,correlation_with_recent_change,-0.03640992871561186,,,,,,
correlation,assessment,conviction,reversal,correlation_with_monotonic_persistence,-0.07243584703890595,,,,,,
correlation,assessment,conviction,reversal,correlation_with_peak_displacement,0.02177086525743972,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_current_level,0.3514718001994565,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_change,0.5027015101216644,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_acceleration,0.7520674607809857,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_reversal,-0.03640992871561183,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_recent_change,1.0,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_monotonic_persistence,0.452372205106297,,,,,,
correlation,assessment,conviction,recent_change,correlation_with_peak_displacement,0.6798902771928677,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_current_level,0.43693471365700337,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_change,0.7467596935198494,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_acceleration,-0.05575225979842304,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_reversal,-0.07243584703890593,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_recent_change,0.452372205106297,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_monotonic_persistence,1.0,,,,,,
correlation,assessment,conviction,monotonic_persistence,correlation_with_peak_displacement,0.6087738142932816,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_current_level,0.4332906711097343,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_change,0.7942212221434943,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_acceleration,0.16637218840065204,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_reversal,0.021770865257439716,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_recent_change,0.6798902771928677,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_monotonic_persistence,0.6087738142932815,,,,,,
correlation,assessment,conviction,peak_displacement,correlation_with_peak_displacement,1.0,,,,,,
summary,assessment,frustration,,level_mean,0.026517452644275106,,,,,,
summary,assessment,frustration,,level_standard_deviation,0.7185146492227092,,,,,,
summary,assessment,frustration,,change_mean,-0.04830624680864797,,,,,,
summary,assessment,frustration,,change_standard_deviation,0.6318906318236084,,,,,,
summary,assessment,frustration,,acceleration_mean,0.05152494723226177,,,,,,
summary,assessment,frustration,,acceleration_standard_deviation,0.7449236168604062,,,,,,
summary,assessment,frustration,,reversal_frequency,0.5454181031027019,,,,,,
summary,assessment,frustration,,persistence_frequency,0.45458189689729817,,,,,,
summary,assessment,frustration,,peak_displacement_mean,-0.32174437127673755,,,,,,
summary,assessment,frustration,,peak_displacement_standard_deviation,0.3778628876639775,,,,,,
summary,assessment,frustration,,level_change_opposite_sign_frequency,0.3338410967690211,,,,,,
summary,assessment,frustration,,reverses_before_decision_frequency,0.5454181031027019,,,,,,
summary,assessment,frustration,,at_local_peak_at_decision_frequency,0.3059408321975467,,,,,,
correlation,assessment,frustration,change,correlation_with_current_level,0.49967178250786287,,,,,,
correlation,assessment,frustration,change,correlation_with_change,1.0,,,,,,
correlation,assessment,frustration,change,correlation_with_acceleration,-0.2600429432704743,,,,,,
correlation,assessment,frustration,change,correlation_with_reversal,0.1035949081303685,,,,,,
